question_id,company_id,gold_answer_raw,gold_answer_normalized,answer_unit,disclosure_status,expert_verified,normalization_rule,scoring_rule,reporting_boundary,confidence,evidence_text
goldns-0053,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0054,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0055,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0056,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0057,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0058,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0059,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0060,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0061,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0062,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0063,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0064,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0065,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0066,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0067,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0068,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0069,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0070,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0071,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0072,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0073,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0074,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0075,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0076,goldns,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0077,goldns,Not disclosed,NOT_DISCLOSED,LTIFR,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0078,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0079,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0080,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0081,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0082,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0083,goldns,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0084,goldns,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0085,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0086,goldns,Not disclosed,NOT_DISCLOSED,회,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0087,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0088,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0089,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0090,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0091,goldns,Not disclosed,NOT_DISCLOSED,시간/명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0092,goldns,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0093,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0094,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0095,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0096,goldns,43,43,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,총급여 1997553000원 ÷ 46명
goldns-0097,goldns,66.5,66.5,%,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,여 평균 38380794 ÷ 남 평균 57717167
goldns-0098,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0099,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0100,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0101,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0102,goldns,Not disclosed,NOT_DISCLOSED,점,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0103,goldns,Not disclosed,NOT_DISCLOSED,개,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0104,goldns,0,0,건,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,품질·안전 법규위반 회수/강제리콜 0건
goldns-0105,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0106,goldns,0,0,건,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,비자발(명령·권고) 리콜 0건
goldns-0107,goldns,0,0,건,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,자발적 리콜 0건
goldns-0108,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0109,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0110,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0111,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0112,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0113,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0114,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0115,goldns,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0116,goldns,0,0,건,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,개인정보 보호법 행정처분(공표 별표) 0건
goldns-0117,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0118,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0119,goldns,0,0,건,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,개인정보 유출 처분 0건
goldns-0120,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0121,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0122,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0123,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0124,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0125,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0126,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0127,goldns,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0128,goldns,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0129,goldns,Not disclosed,NOT_DISCLOSED,인,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0130,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0131,goldns,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0132,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0133,goldns,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0134,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0135,goldns,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0136,goldns,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0137,goldns,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0138,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0139,goldns,Not disclosed,NOT_DISCLOSED,톤/백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0140,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0141,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0142,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0143,goldns,Not disclosed,NOT_DISCLOSED,KRW,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0144,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0145,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0146,goldns,Not disclosed,NOT_DISCLOSED,tCO2-eq,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0147,goldns,Not disclosed,NOT_DISCLOSED,tCO2-eq,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0148,goldns,Not disclosed,NOT_DISCLOSED,tCO2-eq,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0149,goldns,Not disclosed,NOT_DISCLOSED,tCO2-eq/ 백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0150,goldns,Not disclosed,NOT_DISCLOSED,TJ/백만원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0151,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0152,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0153,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0154,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0155,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0156,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0157,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0158,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0159,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0160,goldns,Not disclosed,NOT_DISCLOSED,TJ,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0161,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0162,goldns,Not disclosed,NOT_DISCLOSED,톤/백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0163,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0164,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0165,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0166,goldns,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0167,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0168,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0169,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0170,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0171,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0172,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0173,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0174,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0175,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0176,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0177,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0178,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0179,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0180,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0181,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0182,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0183,goldns,Not disclosed,NOT_DISCLOSED,톤/백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0184,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0185,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0186,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0187,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0188,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0189,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0190,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0191,goldns,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
goldns-0192,goldns,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
