silver_id,company,package_name,question_type,difficulty,gri_code,question,ground_truth_answer,ground_truth_record_id,context_excerpt,qc_reason,sme_decision,sme_revised_question,sme_revised_answer,sme_notes,forbidden_rule
SV2-D-0015-E15,한샘,한샘_dataset_package_20260608T042739,reasoning,medium,,한샘이 ESG 지속가능경영보고서를 발간한 날짜는 언제인가요? 이 정보를 통해 한샘의 ESG 경영 활동의 지속성을 어떻게 알 수 있나요?,2022년 8일에 발간했습니다.,rec_ba9d092227fde816,"뉴스 듣기 글자 크기 가 보통 가 크게 가 아주 크게 기사 공유 페이스북 엑스 카카오톡 이메일 주소복사 북마크 다크모드 프린트 네이버 채널구독 다음 채널구독 종합 홈 인테리어 전문기업
한샘(009240) 이 지난 8일 ESG(환경·사회·지배구조) 경영의 현황 및 성과를 담은 ‘2022 한샘 지속가능경영보고서’를 발간했다고 9일 밝혔다. 한샘은 지난 2020년부터 3년 연속으로
지속가능경영보고서를 발간하면서 ESG 경영 활동을 이어가고 있다. 이번 보고서는 한샘 기업 홈페이지에서 열람할 수 있다. 이번 보고서에는 지난해 한샘의 ESG 경영 성과와 올해 전략 과제 추진 사항
등의 내용이 담겼다. 한샘은 지난 2021년 이사회 중심 경영 체제를 구축하고, 이사회 산하 ESG 위원회를 설치하는 등 ESG 경영 체계",ok,approve,한샘이 ESG 지속가능경영보고서를 발간한 날짜는 언제인가요? 이 정보를 통해 한샘의 ESG 경영 활동의 지속성을 어떻게 알 수 있나요?,"2022년 8일에 발간하였으며, 한샘은 2020년부터 3년 연속으로 지속가능경영보고서를 발간하고 있습니다.",ai_judge:revise→approve conf=0.90; The answer contains a minor error in the date format and lacks clarity on the sustainability aspect.,The answer should not imply ongoing activities without clear context.
SV2-D-0017,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘은 언제 ESG 경영 보고서를 발간했나요?,2022년 8일에 발간했습니다.,rec_acac077bde904698,"종합 홈 인테리어 전문기업 한샘(009240) 이 지난 8일 ESG(환경·사회·지배구조) 경영의 현황 및 성과를 담은 ‘2022 한샘 지속가능경영보고서’를 발간했다고 9일 밝혔다. 한샘은 지난 2020년부터 3년 연속으로 지속가능경영보고서를 발간하면서 ESG 경영 활동을 이어가고 있다. 이번 보고서는 한샘 기업 홈페이지에서 열람할 수 있다.
한샘(009240)
이번 보고서에는 지난해 한샘의 ESG 경영 성과와 올해 전략 과제 추진 사항 등의 내용이 담겼다. 한샘은 지난 2021년 이사회 중심 경영 체제를 구축하고, 이사회 산하 ESG 위원회를 설치하는 등 ESG 경영 체계를 강화한 바 있다. 올해는 △온실가스 배출 관리 강화 △친환경 제품 개발 △지속적 지역사회 공헌활동 △일과 삶의 균형 구축 △협력사 동반",ok,approve,한샘은 언제 ESG 경영 보고서를 발간했나요?,2022년 8일에 발간했습니다.,ai_judge:revise→approve conf=0.90; The answer contains a minor error in the date format; it should specify '8일' as '8일에' for clarity.,The answer should not add or misrepresent facts not present in the context.
SV2-D-0018-E18,한샘,한샘_dataset_package_20260608T042739,multi_context,medium,,한샘이 ESG 경영 보고서를 발간한 날짜와 그 내용은 무엇인가요?,"2022년 8일에 발간했으며, ESG(환경·사회·지배구조) 경영의 현황 및 성과를 담고 있습니다.",rec_1739ded4980a9b9b,"[{""CODE_TYPE"":""T"",""CODE_ID"":""009240"",""PRE_GAP"":-1850,""MIDDLE_CODE_ID"":"""",""ISSUE_URL"":null,""MIDDLE_CODE_NM"":"""",""MAPPING_CODE_ID"":"""",""ORD_NO"":1,""MAPPING_CODE_NAME"":"""",""CATEGORY"":null,""LARGE_CODE_ID"":"""",""MAPPING_URL"":"""",""LARGE_CODE_NM"":"""",""CODE_NM"":""한샘""}] 한샘, 2022년 지속가능경영보고서 발간 종합 홈 인테리어 전문기업 한샘(009240)이 지난 8일 ESG(환경·사회·지배구조) 경영의 현황 및 성과를 담은 ‘2022 한샘 지속가능경영보고서’를 발간했다고 9일 밝혔다. 한샘은 지난 2020년부터 3년 연속으로 지",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context provided.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0019,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘의 2022년 지속가능경영보고서는 언제 발간되었나요?,2022년 8일에 발간되었습니다.,rec_0f7c7247e048a21e,"[{""CODE_TYPE"":""T"",""CODE_ID"":""009240"",""PRE_GAP"":-1850,""MIDDLE_CODE_ID"":"""",""ISSUE_URL"":null,""MIDDLE_CODE_NM"":"""",""MAPPING_CODE_ID"":"""",""ORD_NO"":1,""MAPPING_CODE_NAME"":"""",""CATEGORY"":null,""LARGE_CODE_ID"":"""",""MAPPING_URL"":"""",""LARGE_CODE_NM"":"""",""CODE_NM"":""한샘""}]
한샘, 2022년 지속가능경영보고서 발간
종합 홈 인테리어 전문기업 한샘(009240)이 지난 8일 ESG(환경·사회·지배구조) 경영의 현황 및 성과를 담은 ‘2022 한샘 지속가능경영보고서’를 발간했다고 9일 밝혔다. 한샘은 지난 2020년부터 3년 연속으로 지",ok,approve,한샘의 2022년 지속가능경영보고서는 언제 발간되었나요?,2022년 8일에 발간되었습니다.,"ai_judge:revise→approve conf=0.90; The answer should specify the full date, including the month, to match the context accurately.",The answer should not add or misrepresent details about the publication date.
SV2-D-0020,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘은 언제부터 지속가능경영보고서를 발간하고 있나요?,한샘은 지난 2020년부터 4년 연속으로 지속가능경영보고서를 발간하고 있습니다.,rec_abdc38fe1d1a8be1,"이전 기사보기 다음 기사보기 한샘, 2023년 지속가능경영보고서 발간 가 가 기사의 본문 내용은 이 글자크기로 변경됩니다. 스크롤 이동 상태바 [2023년 지속가능경영보고서 발간/사진=(주)한샘]
종합 홈 인테리어 전문기업 ㈜한샘이 ESG(환경·사회·지배구조) 경영의 현황과 성과, 향후 로드맵을 담은 ‘2023년 한샘 지속가능경영보고서’를 발간했다고 31일 밝혔다. 한샘은 지난 2020년부터
4년 연속으로 지속가능경영보고서를 발간하며 ESG 경영을 강화해 나가고 있다. 이번 지속가능경영보고서에서 ""기후변화 대응 강화""에 대한 의지를 밝혔다. 먼저 오는 2025년까지 환경경영 시스템을
완성하고, 2050년까지 ‘탄소중립(Net Zero·넷제로)’을 달성하는 목표를 공개했다. 앞서 한샘은 지난해 협력사 등 간접",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context provided.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0021,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘은 어떤 보고서를 발간했나요?,‘2025 지속가능경영보고서’를 발간했습니다.,rec_6d11be8f9ba7006c,"본문크기 본문 글씨 줄이기 본문 글씨 키우기 북마크 공유하기 프린트 이 기사를 공유합니다 닫기 SNS 기사보내기 종합 홈 인테리어 전문기업 ㈜한샘(대표 김유진)은 ESG(환경·사회·지배구조) 경영
현황과 성과, 청사진을 담은 ‘2025 지속가능경영보고서’를 발간했다고 1일 밝혔다. 한샘은 사회적 책임을 다하고자 작년에는 국제회계기준(IFRS) 산하 국제지속가능성기준위원회(ISSB)에서 제정한
지속가능성 보고 프레임워크를 반영한 데 이어, 올해는 유럽연합(EU)에서 요구하는 유럽 지속가능성 공시 기준(ESRS)를 선제적으로 도입했다. ESG 경영에 대한 평가 기준을 국제 표준에 맞춰
정비해 정보의 투명성과 신뢰성을 강화하기 위해서다. 이중 중대성 평가(Double Materiality Assessment)는 ",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context provided.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0022,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘이 발간한 보고서는 어떤 내용을 담고 있나요?,"ESG 경영 현황과 성과, 청사진을 담은 ‘2025 지속가능경영보고서’입니다.",rec_3adad134db5cb9c2,"종합 홈 인테리어 전문기업 ㈜한샘(대표 김유진)은 ESG(환경·사회·지배구조) 경영 현황과 성과, 청사진을 담은 ‘2025 지속가능경영보고서’를 발간했다고 1일 밝혔다.
한샘은 사회적 책임을 다하고자 작년에는 국제회계기준(IFRS) 산하 국제지속가능성기준위원회(ISSB)에서 제정한 지속가능성 보고 프레임워크를 반영한 데 이어, 올해는 유럽연합(EU)에서 요구하는 유럽 지속가능성 공시 기준(ESRS)를 선제적으로 도입했다. ESG 경영에 대한 평가 기준을 국제 표준에 맞춰 정비해 정보의 투명성과 신뢰성을 강화하기 위해서다.
이중 중대성 평가(Double Materiality Assessment)는 지속가능성 이슈가 기업의 재무에 미치는 영향(Financial Materiality)과 기업 활동이 환경·사회에 ",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context provided.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0023,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘은 언제 지속가능경영보고서를 발간했나요?,2023년 31일에 발간했습니다.,rec_cece4f8f062194a3,"이전 기사보기 다음 기사보기 한샘, 2023년 지속가능경영보고서 발간 가 가 기사의 본문 내용은 이 글자크기로 변경됩니다. 스크롤 이동 상태바
이전 기사보기
다음 기사보기
한샘, 2023년 지속가능경영보고서 발간 가 가 기사의 본문 내용은 이 글자크기로 변경됩니다.
한샘, 2023년 지속가능경영보고서 발간
한샘, 2023년 지속가능경영보고서 발간
가 가 기사의 본문 내용은 이 글자크기로 변경됩니다.
가 가 기사의 본문 내용은 이 글자크기로 변경됩니다.
가 가 기사의 본문 내용은 이 글자크기로 변경됩니다.
가 가 기사의 본문 내용은 이 글자크기로 변경됩니다.
가 가
가
가
기사의 본문 내용은 이 글자크기로 변경됩니다.
스크롤 이동 상태바
스크롤 이동 상태바
스크롤 이동 상태바
[2023년 지속가능경영보고서 발",ok,reject,,,ai_judge:reject conf=0.00; The answer contains a date error; it states '31일' which is incorrect as the context does not specify a day.,The answer adds a specific date not supported by the context.
SV2-D-0024,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘은 언제 ESG 경영보고서를 발간했나요?,2022년 8월 9일에 발간했습니다.,rec_bdabd489ce9f1e7d,"오피니언 사설 칼럼·기고 기자의 눈 피플 정치 정치일반 청와대 국회·정당 북한 외교 국방 정부 사회 사회일반 사건·사고 법원·검찰 교육·행정 노동·복지·환경 보건·의약 경제 경제일반 정책 금융·증권
산업 IT·과학 부동산 유통 중기·벤처 아투시티 종합 메트로 경기·인천 세종·충청 영남 호남 강원 제주 국제 세계일반 아시아·호주 북미 중남미 유럽 중동·아프리카 문화·스포츠 전체 방송 가요 영화
문화 종교 스포츠 여행 최신 지면보기 구독신청 First Edition 후원하기 제보24시 알립니다 SNS 뉴스스탠드 네이버블로그 아투TV(유튜브) 페이스북 인스타그램 다국어뉴스 ENGLISH 中文
Tiếng Việt 패밀리사이트 마켓파워 아투TV 대학동문골프최강전 글로벌리더스클럽 한샘, ‘2022 지속가능경영보고서’ ",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context provided.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0025,한샘,한샘_dataset_package_20260608T042739,simple,easy,,한샘은 언제부터 지속가능경영보고서를 발간하고 있나요?,2020년부터 4년 연속으로 지속가능경영보고서를 발간하고 있습니다.,rec_41a160ead0ae1be6,"[2023년 지속가능경영보고서 발간/사진=(주)한샘] 종합 홈 인테리어 전문기업 ㈜한샘이 ESG(환경·사회·지배구조) 경영의 현황과 성과, 향후 로드맵을 담은 ‘2023년 한샘 지속가능경영보고서’를 발간했다고 31일 밝혔다. 한샘은 지난 2020년부터 4년 연속으로 지속가능경영보고서를 발간하며 ESG 경영을 강화해 나가고 있다. 이번 지속가능경영보고서에서 ""기후변화 대응 강화""에 대한 의지를 밝혔다. 먼저 오는 2025년까지 환경경영 시스템을 완성하고, 2050년까지 ‘탄소중립(Net Zero·넷제로)’을 달성하는 목표를 공개했다. 앞서 한샘은 지난해 협력사 등 간접 온실가스 배출까지 관리하는 ‘스코프(Scope) 3’으로 확대하고, 세계적 비영리기관 ‘탄소정보 공개 프로젝트(CDP·Carbon Disclo",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context provided.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0026-E26,한샘,한샘_dataset_package_20260608T042739,multi_context,medium,,"한샘은 올해 지속가능경영보고서에 어떤 보고서를 포함했으며, TCFD는 어떤 기구에 의해 설립되었나요?",한샘은 올해 지속가능경영보고서에 TCFD(Task Force on Climate-related Financial Disclosure·기후변화 관련 재무공개 협의체) 보고서를 수록했다. TCFD는 2015년 주요 20개국(G20) 요청으로 국제결제은행(BIS)과 금융안정위원회(FSB)가 설립한 협의체다.,rec_5edea297fe4ab1d8,"특히 한샘은 올해 지속가능경영보고서에 TCFD(Task Force on Climate-related Financial Disclosure·기후변화 관련 재무공개 협의체) 보고서도 수록했다. TCFD는 2015년 주요 20개국(G20) 요청으로 국제결제은행(BIS)과 금융안정위원회(FSB)가 설립한 협의체다.
한샘은 ESG 경영 체계화를 위한 ‘이중 중대성 평가’도 올해 도입했다. 한샘은 ▲지속가능경영전략 ▲탄소배출 감축 ▲기후변화 대응 ▲지역사회 참여 ▲동반성장 등 총 12개의 중대 이슈를 선정했다. 이를 기반으로 유관 부서와 대내외 이해관계자와의 적극적 협력을 통해 ESG 경영 역량을 강화해 나갈 계획이다.
사회 분야에서는 ▲인적자원 개발 ▲안전보건 강화 ▲동반성장에 집중한다. 한샘은 지난해 하반기 기업이",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context without any hallucination.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0028-E28,한샘,한샘_dataset_package_20260608T042739,multi_context,medium,,한샘이 발간한 보고서의 이름과 그 보고서가 담고 있는 주요 내용은 무엇인가요?,"2025 지속가능경영보고서, ESG(환경·사회·지배구조) 경영 현황과 성과, 청사진을 담고 있다.",rec_2d0cf95b00a0fefc,"가 가 기사의 본문 내용은 이 글자크기로 변경됩니다. 이 기사를 공유합니다 한샘이 발간한 2025 지속가능경영보고서 표지(사진=한샘) [백세경제=김인하 기자] 한샘이 글로벌 기준에 맞춰 ESG 경영 성과를 정리한 보고서를 내놨다. 한샘은 ESG(환경·사회·지배구조) 경영 현황과 성과, 청사진을 담은 ‘2025 지속가능경영보고서’를 발간했다고 1일 밝혔다. 한샘은 업계 리딩 기업으로서의 사회적 책임을 다하고자 작년에는 국제회계기준(IFRS) 산하 국제지속가능성기준위원회(ISSB)에서 제정한 지속가능성 보고 프레임워크를 반영한 데 이어, 올해는 유럽연합(EU)에서 요구하는 유럽 지속가능성 공시 기준(ESRS)를 선제적으로 도입했다. 이중 중대성 평가(Double Materiality Assessment)는 지속",ok,approve,,,ai_judge:approve conf=1.00; The answer is fully supported by the context without any hallucination.,Không thêm thông tin ngoài context; không suy đoán nếu thiếu số liệu
SV2-D-0029-E29,한샘,한샘_dataset_package_20260608T042739,reasoning,medium,,한샘의 지속가능경영보고서가 여섯 번째로 발간되었다는 것은 어떤 의미를 가질까요?,여섯 번째 지속가능경영보고서입니다.,rec_2a3a203eee1b5029,"한샘이 발간하는 여섯 번째 지속가능경영보고서입니다.
국문 영문
2024년 한샘 지속가능경영보고서 국문 영문
국문 영문
2023년 한샘 지속가능경영보고서 국문 영문
국문 영문
2022년 한샘 지속가능경영보고서 국문 영문
국문 영문
2021년 한샘 지속가능경영보고서 국문 영문
국문 영문
2020년 한샘 지속가능경영보고서 국문
국문
한샘 경영지원본부 기업문화팀 ESG파트 E-MAIL : sustainability@hanssem.com TEL. 02-6470-3136 TEL. 02-6470-4375
한샘 경영지원본부 기업문화팀 ESG파트
E-MAIL : sustainability@hanssem.com
TEL. 02-6470-3136 TEL. 02-6470-4375
TEL. 02-6470-3136
TEL. 02-64",ok,approve,한샘의 지속가능경영보고서가 여섯 번째로 발간되었다는 것은 어떤 의미를 가질까요?,한샘이 발간하는 여섯 번째 지속가능경영보고서입니다.,ai_judge:revise→approve conf=0.80; The answer is correct but too vague. It should directly reflect the significance of the report being the sixth edition.,The answer should provide more context about the significance of being the sixth report.
