package_name,company,question_id,question_type,area,category,subcategory,question_text_ko,answer_type,unit,forbidden_rule,gold_answer_ko,evidence_record_id,evidence_excerpt_ko,fill_status,answer_note
레이시온_dataset_package_20260608T055801,레이시온,QL-001,qualitative,일반,ESG 경영,ESG 비전 및 중장기 전략,회사의 ESG 비전 및 중장기 전략은 무엇인가요?,long_text,,모호한 슬로건만 반복하거나 장문의 원문을 그대로 복사하면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-003,qualitative,일반,ESG 경영,ESG 리스크 식별 및 관리 체계,회사는 ESG 리스크를 어떻게 식별하고 관리하나요?,long_text,,구체적 절차가 있는데 일반 키워드만으로 뭉뚱그려 답하면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-004,qualitative,사회,안전 보건,안전보건 정책 및 목표,안전보건 정책 및 목표는 무엇인가요?,long_text,,법규 준수만 언급하고 내부 목표나 운영 방향을 누락하면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-006,qualitative,사회,안전 보건,산업안전 리스크 식별 및 예방 활동,산업안전 리스크를 어떻게 식별하고 예방하나요?,long_text,,리스크 관리 질문인데 정책 문구만 답하면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-008,qualitative,사회,노동 및 인권,노동 및 인권 관리 체계,노동 및 인권 관리 체계는 어떻게 운영되나요?,long_text,,고충 처리나 보호 체계를 보고서가 언급하는데 이를 빼면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-009,qualitative,사회,정보보호,정보보안 및 개인정보 보호 정책,정보보안 및 개인정보 보호 정책은 무엇인가요?,long_text,,정책 질문에 사고 통계만 답하면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-011,qualitative,환경,환경경영,환경경영 정책 및 목표,환경경영 정책 및 목표는 무엇인가요?,long_text,,단일 KPI만 제시하고 정책·목표 서술을 빠뜨리면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-012,qualitative,환경,환경경영,환경 영향 및 환경 리스크 관리,환경 영향과 환경 리스크를 어떻게 평가하고 관리하나요?,long_text,,리스크 목록만 나열하고 관리 방식 설명을 빼면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-013,qualitative,거버넌스,윤리경영,윤리경영 조직 및 운영 체계,윤리경영 조직 및 운영 체계는 어떻게 구성되어 있나요?,long_text,,담당 부서 이름만 말하고 운영 체계를 설명하지 않으면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
레이시온_dataset_package_20260608T055801,레이시온,QL-014,qualitative,거버넌스,윤리경영,윤리 및 준법 리스크 관리,윤리 및 준법 리스크를 어떻게 예방하고 관리하나요?,long_text,,리스크 관리 질문을 사건 통계로만 대체하면 안 됨,,,,dataset_issue,패키지 내 주요 sustainability_report 텍스트가 레이시온 고유 ESG 본문이 아니라 공공기관/타사 페이지와 혼재되어 있어 gold answer로 사용하기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-001,quantitative,사회,구성원 현황,총 구성원 수,보고 연도 기준 총 구성원 수는 얼마인가요?,number,명,총 수치가 없으면 일반 서술만으로 추정하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-002,quantitative,사회,구성원 현황,여성 구성원 비율,여성 구성원 비율은 몇 퍼센트인가요?,percentage,%,총 구성원 수 근거가 없으면 비율을 임의 계산하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-005,quantitative,사회,구성원 현황,총 신규 채용 인원 수,총 신규 채용 인원 수는 얼마인가요?,number,명,복수 연도 수치를 합쳐 답하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-006,quantitative,사회,구성원 현황,총 자발적 이직률,총 자발적 이직률은 몇 퍼센트인가요?,percentage,%,총 이직률 근거가 없는데 일부 수치로 대체하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-009,quantitative,사회,산업 재해,LTIFR,근로손실재해율(LTIFR)은 얼마인가요?,number,LTIFR,일반 재해율을 LTIFR로 바꿔 답하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-010,quantitative,환경,온실가스 및 에너지,총 온실가스 배출량,총 온실가스 배출량은 얼마인가요?,number,tCO2-eq,보고서에 총량이 있으면 Scope 1과 2를 임의 합산해 대체하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-011,quantitative,환경,온실가스 및 에너지,재생에너지 사용 비율,재생 에너지 사용 비율은 몇 퍼센트인가요?,percentage,%,에너지 총량 근거 없이 일부 수치만으로 비율 계산하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-013,quantitative,환경,환경 컴플라이언스,법규 및 규정 위반 건수,환경 관련 법규 및 규정 위반 건수는 몇 건인가요?,number,건,벌금 총액과 위반 건수를 하나의 값처럼 섞어 답하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-014,quantitative,거버넌스,윤리 모니터링,윤리 위반 제보 건수,윤리 위반 제보 건수는 몇 건인가요?,number,건,처리 건수를 제보 건수 대신 답하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QT-015,quantitative,거버넌스,윤리 모니터링,윤리교육 이수율,윤리교육 이수율은 몇 퍼센트인가요?,percentage,%,대상자 수 근거 없이 100%라고 단정하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-001,qualitative,일반,ESG 경영,ESG 비전 및 중장기 전략,회사의 ESG 비전 및 중장기 전략은 무엇인가요?,long_text,,모호한 슬로건만 반복하거나 장문의 원문을 그대로 복사하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-003,qualitative,일반,ESG 경영,ESG 리스크 식별 및 관리 체계,회사는 ESG 리스크를 어떻게 식별하고 관리하나요?,long_text,,구체적 절차가 있는데 일반 키워드만으로 뭉뚱그려 답하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-004,qualitative,사회,안전 보건,안전보건 정책 및 목표,안전보건 정책 및 목표는 무엇인가요?,long_text,,법규 준수만 언급하고 내부 목표나 운영 방향을 누락하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-006,qualitative,사회,안전 보건,산업안전 리스크 식별 및 예방 활동,산업안전 리스크를 어떻게 식별하고 예방하나요?,long_text,,리스크 관리 질문인데 정책 문구만 답하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-008,qualitative,사회,노동 및 인권,노동 및 인권 관리 체계,노동 및 인권 관리 체계는 어떻게 운영되나요?,long_text,,고충 처리나 보호 체계를 보고서가 언급하는데 이를 빼면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-009,qualitative,사회,정보보호,정보보안 및 개인정보 보호 정책,정보보안 및 개인정보 보호 정책은 무엇인가요?,long_text,,정책 질문에 사고 통계만 답하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-011,qualitative,환경,환경경영,환경경영 정책 및 목표,환경경영 정책 및 목표는 무엇인가요?,long_text,,단일 KPI만 제시하고 정책·목표 서술을 빠뜨리면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-012,qualitative,환경,환경경영,환경 영향 및 환경 리스크 관리,환경 영향과 환경 리스크를 어떻게 평가하고 관리하나요?,long_text,,리스크 목록만 나열하고 관리 방식 설명을 빼면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-013,qualitative,거버넌스,윤리경영,윤리경영 조직 및 운영 체계,윤리경영 조직 및 운영 체계는 어떻게 구성되어 있나요?,long_text,,담당 부서 이름만 말하고 운영 체계를 설명하지 않으면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
무신사_dataset_package_20260608T092823,무신사,QL-014,qualitative,거버넌스,윤리경영,윤리 및 준법 리스크 관리,윤리 및 준법 리스크를 어떻게 예방하고 관리하나요?,long_text,,리스크 관리 질문을 사건 통계로만 대체하면 안 됨,,,,dataset_issue,sustainability_report 레코드가 실제 본문보다 리포트 게시/목록 페이지 성격이 강해 질문별 gold answer 근거로 쓰기 어려움
한샘_dataset_package_20260608T042739,한샘,QT-001,quantitative,사회,구성원 현황,총 구성원 수,보고 연도 기준 총 구성원 수는 얼마인가요?,number,명,총 수치가 없으면 일반 서술만으로 추정하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-002,quantitative,사회,구성원 현황,여성 구성원 비율,여성 구성원 비율은 몇 퍼센트인가요?,percentage,%,총 구성원 수 근거가 없으면 비율을 임의 계산하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-005,quantitative,사회,구성원 현황,총 신규 채용 인원 수,총 신규 채용 인원 수는 얼마인가요?,number,명,복수 연도 수치를 합쳐 답하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-006,quantitative,사회,구성원 현황,총 자발적 이직률,총 자발적 이직률은 몇 퍼센트인가요?,percentage,%,총 이직률 근거가 없는데 일부 수치로 대체하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-009,quantitative,사회,산업 재해,LTIFR,근로손실재해율(LTIFR)은 얼마인가요?,number,LTIFR,일반 재해율을 LTIFR로 바꿔 답하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-010,quantitative,환경,온실가스 및 에너지,총 온실가스 배출량,총 온실가스 배출량은 얼마인가요?,number,tCO2-eq,보고서에 총량이 있으면 Scope 1과 2를 임의 합산해 대체하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-011,quantitative,환경,온실가스 및 에너지,재생에너지 사용 비율,재생 에너지 사용 비율은 몇 퍼센트인가요?,percentage,%,에너지 총량 근거 없이 일부 수치만으로 비율 계산하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-013,quantitative,환경,환경 컴플라이언스,법규 및 규정 위반 건수,환경 관련 법규 및 규정 위반 건수는 몇 건인가요?,number,건,벌금 총액과 위반 건수를 하나의 값처럼 섞어 답하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-014,quantitative,거버넌스,윤리 모니터링,윤리 위반 제보 건수,윤리 위반 제보 건수는 몇 건인가요?,number,건,처리 건수를 제보 건수 대신 답하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QT-015,quantitative,거버넌스,윤리 모니터링,윤리교육 이수율,윤리교육 이수율은 몇 퍼센트인가요?,percentage,%,대상자 수 근거 없이 100%라고 단정하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QL-001,qualitative,일반,ESG 경영,ESG 비전 및 중장기 전략,회사의 ESG 비전 및 중장기 전략은 무엇인가요?,long_text,,모호한 슬로건만 반복하거나 장문의 원문을 그대로 복사하면 안 됨,"한샘은 ESG 경영 성과와 전략 과제를 지속가능경영보고서로 공개하고 있으며, 환경·사회·거버넌스 전 영역에서 지속 가능한 성장 체계를 구축한 ‘가장 존경받는 환경기업’을 지향한다고 밝혔다.",rec_66100907c00656ec,한샘은 지난 2020년부터 3년 연속으로 지속가능경영보고서를 발간하면서 ESG 경영 활동을 이어가고 있다. … ‘가장 존경받는 환경기업’이 되겠다는 비전을 가지고 있다.,filled_from_dataset,지속가능경영보고서 발간 배경 + 비전 문구 기반 요약
한샘_dataset_package_20260608T042739,한샘,QL-003,qualitative,일반,ESG 경영,ESG 리스크 식별 및 관리 체계,회사는 ESG 리스크를 어떻게 식별하고 관리하나요?,long_text,,구체적 절차가 있는데 일반 키워드만으로 뭉뚱그려 답하면 안 됨,"한샘은 이중 중대성 평가를 통해 기후변화 완화, 책임있는 조달, 지속 가능한 제품 설계, 사업장 근무 조건, 인권경영, 협력사 동반성장, 제품 안전 및 품질, 공정거래 등 8개 중대 이슈를 선정하고 이를 중심으로 관리한다고 설명했다.",rec_86c98b945fc03e6d,이중 중대성 평가(Double Materiality Assessment)… 총 8개 중대 이슈를 선정했다.,filled_from_dataset,ESG 리스크 식별/우선순위화 방식 확인 가능
한샘_dataset_package_20260608T042739,한샘,QL-004,qualitative,사회,안전 보건,안전보건 정책 및 목표,안전보건 정책 및 목표는 무엇인가요?,long_text,,법규 준수만 언급하고 내부 목표나 운영 방향을 누락하면 안 됨,"한샘은 사회 분야에서 인적자원 개발, 고용 평등, 안전보건 강화, 동반성장에 집중하고 있으며, 하반기 내 안전보건경영시스템(ISO45001) 인증을 추진하는 등 안전 관리 수준을 높일 계획이라고 밝혔다.",rec_66100907c00656ec,사회 분야에서는 ▲인적자원 개발 ▲고용 평등 ▲안전보건 강화 ▲동반성장에 집중한다. … ISO45001 인증을 받는 등 안전 관리 수준을 한층 더 높일 방침이다.,filled_from_dataset,안전보건 목표/방향은 확인되나 세부 정책 문서 자체는 아님
한샘_dataset_package_20260608T042739,한샘,QL-006,qualitative,사회,안전 보건,산업안전 리스크 식별 및 예방 활동,산업안전 리스크를 어떻게 식별하고 예방하나요?,long_text,,리스크 관리 질문인데 정책 문구만 답하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QL-008,qualitative,사회,노동 및 인권,노동 및 인권 관리 체계,노동 및 인권 관리 체계는 어떻게 운영되나요?,long_text,,고충 처리나 보호 체계를 보고서가 언급하는데 이를 빼면 안 됨,"한샘은 2024년 최초로 인권실태조사를 실시해 임직원의 인권 감수성을 진단했고, 이를 바탕으로 인권영향평가를 수행해 인권경영 체계를 강화했다고 설명했다.",rec_86c98b945fc03e6d,"2024년에는 최초로 인권실태조사를 실시해 임직원의 인권 감수성을 진단하고, 이를 바탕으로 인권영향평가를 수행해 인권경영 체계를 강화했다.",filled_from_dataset,노동·인권 관리 체계에 대한 직접 진술 확보
한샘_dataset_package_20260608T042739,한샘,QL-009,qualitative,사회,정보보호,정보보안 및 개인정보 보호 정책,정보보안 및 개인정보 보호 정책은 무엇인가요?,long_text,,정책 질문에 사고 통계만 답하면 안 됨,,,,not_found_in_current_dataset,현재 package의 company_evidence에서 질문에 직접 대응하는 근거를 아직 확인하지 못함
한샘_dataset_package_20260608T042739,한샘,QL-011,qualitative,환경,환경경영,환경경영 정책 및 목표,환경경영 정책 및 목표는 무엇인가요?,long_text,,단일 KPI만 제시하고 정책·목표 서술을 빠뜨리면 안 됨,한샘은 2025년까지 환경경영 시스템을 완성하고 온실가스 배출 관리에 집중하겠다고 밝혔다. 또한 탄소배출 관리 범위를 Scope 3까지 확대하고 CDP에도 가입해 자발적으로 평가를 받고 있다고 설명했다.,rec_66100907c00656ec,환경 분야에서는 오는 2025년까지 환경경영 시스템을 완성한다. 특히 온실가스 배출 관리에 집중한다. … ‘스코프(scope) 3’으로 확대한 바 있다.,filled_from_dataset,환경 정책/목표에 대한 직접 진술 확보
한샘_dataset_package_20260608T042739,한샘,QL-012,qualitative,환경,환경경영,환경 영향 및 환경 리스크 관리,환경 영향과 환경 리스크를 어떻게 평가하고 관리하나요?,long_text,,리스크 목록만 나열하고 관리 방식 설명을 빼면 안 됨,"한샘은 이중 중대성 평가를 통해 기후변화 완화, 책임있는 조달, 지속 가능한 제품 설계 등 환경 관련 이슈를 중대 이슈로 선정하고, 온실가스 배출 관리를 Scope 3까지 확대하며 CDP 가입을 통해 관리 수준을 높이고 있다고 설명했다.",rec_86c98b945fc03e6d,이중 중대성 평가… 기후변화 완화… 총 8개 중대 이슈를 선정했다. 또한 정부의 2050 탄소중립 목표에 적극 동참하고 있다.,filled_from_dataset,환경 리스크 관리 답변으로 사용 가능하나 일부는 환경정책 서술과 결합됨
한샘_dataset_package_20260608T042739,한샘,QL-013,qualitative,거버넌스,윤리경영,윤리경영 조직 및 운영 체계,윤리경영 조직 및 운영 체계는 어떻게 구성되어 있나요?,long_text,,담당 부서 이름만 말하고 운영 체계를 설명하지 않으면 안 됨,"한샘은 2021년 이사회 중심 경영 체제를 구축하고 이사회 산하 ESG 위원회를 설치했으며, 감사·ESG·보상 등 6개 소위원회를 운영해 지배구조의 투명성과 책임성을 강화했다고 밝혔다.",rec_66100907c00656ec,"지난 2021년 이사회 중심 경영 체제를 구축하고, 이사회 산하 ESG 위원회를 설치… 이사회 산하에 감사와 ESG, 보상 등 6개 소위원회를 설치",partial_from_dataset,윤리경영 전담 조직 그 자체보다 ESG/이사회 거버넌스 중심 근거
한샘_dataset_package_20260608T042739,한샘,QL-014,qualitative,거버넌스,윤리경영,윤리 및 준법 리스크 관리,윤리 및 준법 리스크를 어떻게 예방하고 관리하나요?,long_text,,리스크 관리 질문을 사건 통계로만 대체하면 안 됨,"한샘은 준법윤리지수 평가를 자체 시행하고 윤리 프로그램 운영 강화, 정보공개 확대, 협력사 준법 점검과 ESG 평가 항목 반영 등을 통해 준법·윤리 리스크를 관리하겠다고 설명했다.",rec_66100907c00656ec,‘준법윤리지수 평가’ 자체 시행… 협력사 준법 점검… ESG 평가 항목을 넣어 공급망의 지속가능성을 강화,partial_from_dataset,준법 리스크 관리 방향은 보이나 통제 절차 세부도는 낮음
